ID,gender,age,agecat,ed,edcat,jobcat,empcat,retire,income,inccat,debtinc,jobsat,marital,homeown,card,default
584,Male,57,50-64,12,High school degree,Sales and Office,6 to 10,No,25,$25 - $49,7.3,Somewhat dissatisfied,Unmarried,Rent,Visa,No
585,Male,63,50-64,11,Did not complete high school,"Precision Production, Craft, Repair",More than 15,Yes,9,Under $25,16.1,Somewhat satisfied,Married,Own,American Express,No
586,Female,37,35-49,8,Did not complete high school,Managerial and Professional,11 to 15,No,52,$50 - $74,12.6,Somewhat dissatisfied,Married,Own,Mastercard,No
587,Female,37,35-49,12,High school degree,Sales and Office,Less than 2,No,26,$25 - $49,7,Highly dissatisfied,Unmarried,Own,Discover,No
588,Female,75,65+,10,Did not complete high school,Managerial and Professional,More than 15,No,107,$75 - $124,2,Highly satisfied,Unmarried,Rent,Visa,No
589,Female,25,25-34,13,High school degree,Sales and Office,Less than 2,No,32,$25 - $49,6.9,Highly satisfied,Married,Own,Visa,No
590,Male,43,35-49,8,Did not complete high school,Sales and Office,2 to 5,No,28,$25 - $49,12.2,Highly satisfied,Unmarried,Rent,Mastercard,No
591,Male,78,65+,12,High school degree,Managerial and Professional,More than 15,Yes,20,Under $25,9.8,Somewhat dissatisfied,Married,Own,Mastercard,Yes
592,Female,63,50-64,11,Did not complete high school,"Operation, Fabrication, General Labor",More than 15,No,304,$125+,16.6,Highly satisfied,Unmarried,Own,Visa,Yes
593,Female,18,18-24,13,High school degree,Agricultural and Natural Resources,Less than 2,No,14,Under $25,14.8,Highly dissatisfied,Married,Own,Mastercard,No
594,Male,76,65+,12,High school degree,Sales and Office,More than 15,Yes,14,Under $25,3.7,Somewhat dissatisfied,Married,Own,Mastercard,No
595,Female,79,65+,14,High school degree,Managerial and Professional,More than 15,Yes,9,Under $25,18.4,Somewhat satisfied,Unmarried,Rent,American Express,No
596,Female,21,18-24,12,High school degree,Sales and Office,Less than 2,No,14,Under $25,12.5,Somewhat dissatisfied,Unmarried,Own,Mastercard,Yes
597,Male,74,65+,10,Did not complete high school,Service,More than 15,Yes,33,$25 - $49,11.9,Highly satisfied,Unmarried,Own,Other,No
598,Female,63,50-64,11,Did not complete high school,Service,More than 15,Yes,18,Under $25,8.5,Somewhat dissatisfied,Unmarried,Own,Mastercard,No
599,Male,24,18-24,14,High school degree,Managerial and Professional,Less than 2,No,22,Under $25,22.9,Neutral,Unmarried,Own,American Express,Yes
600,Male,42,35-49,11,Did not complete high school,Managerial and Professional,6 to 10,No,40,$25 - $49,3.4,Somewhat dissatisfied,Unmarried,Rent,Discover,No
601,Male,52,50-64,18,College degree,"Operation, Fabrication, General Labor",11 to 15,No,59,$50 - $74,18.9,Somewhat dissatisfied,Unmarried,Own,Discover,No
602,Male,19,18-24,14,High school degree,"Precision Production, Craft, Repair",Less than 2,No,20,Under $25,21.8,Highly dissatisfied,Unmarried,Rent,Visa,Yes
603,Female,25,25-34,18,College degree,Sales and Office,Less than 2,No,36,$25 - $49,17.9,Somewhat dissatisfied,Married,Own,Other,Yes
604,Male,23,18-24,14,High school degree,Service,2 to 5,No,61,$50 - $74,23.4,Somewhat dissatisfied,Married,Own,Discover,Yes
605,Male,68,65+,12,High school degree,Managerial and Professional,6 to 10,No,24,Under $25,13.8,Neutral,Married,Rent,Discover,No
606,Male,28,25-34,9,Did not complete high school,Sales and Office,Less than 2,No,18,Under $25,6.8,Somewhat dissatisfied,Married,Own,American Express,Yes
607,Female,66,65+,13,High school degree,Managerial and Professional,More than 15,No,167,$125+,11.5,Neutral,Unmarried,Own,Visa,No
608,Female,78,65+,9,Did not complete high school,Sales and Office,11 to 15,No,25,$25 - $49,11.6,Neutral,Unmarried,Rent,Mastercard,No
609,Male,25,25-34,14,High school degree,Service,2 to 5,No,27,$25 - $49,10.3,Somewhat dissatisfied,Unmarried,Rent,American Express,Yes
610,Male,19,18-24,14,High school degree,Sales and Office,Less than 2,No,25,$25 - $49,9.9,Highly dissatisfied,Married,Rent,Discover,No
611,Male,49,35-49,9,Did not complete high school,Sales and Office,2 to 5,No,45,$25 - $49,2.8,Somewhat satisfied,Married,Own,Mastercard,No
612,Female,30,25-34,13,High school degree,"Operation, Fabrication, General Labor",6 to 10,No,16,Under $25,9.3,Highly dissatisfied,Married,Own,Mastercard,No
613,Female,63,50-64,10,Did not complete high school,Sales and Office,2 to 5,No,30,$25 - $49,14.4,Neutral,Married,Rent,Mastercard,Yes
614,Female,55,50-64,12,High school degree,Service,More than 15,No,79,$75 - $124,28,Somewhat dissatisfied,Married,Own,Discover,No
615,Male,32,25-34,11,Did not complete high school,Managerial and Professional,2 to 5,No,32,$25 - $49,11.7,Somewhat dissatisfied,Married,Own,American Express,Yes
616,Female,50,50-64,12,High school degree,"Operation, Fabrication, General Labor",More than 15,No,86,$75 - $124,12.7,Somewhat satisfied,Married,Rent,American Express,Yes
617,Female,54,50-64,9,Did not complete high school,Service,11 to 15,No,77,$75 - $124,7.6,Neutral,Unmarried,Own,Mastercard,No
618,Female,46,35-49,8,Did not complete high school,Service,11 to 15,No,44,$25 - $49,8.2,Neutral,Married,Rent,Mastercard,No
619,Male,42,35-49,10,Did not complete high school,Service,6 to 10,No,38,$25 - $49,9.7,Neutral,Married,Own,Discover,No
620,Male,47,35-49,9,Did not complete high school,Sales and Office,6 to 10,No,72,$50 - $74,21.1,Highly satisfied,Unmarried,Rent,Visa,Yes
621,Female,55,50-64,15,Some college,"Operation, Fabrication, General Labor",More than 15,No,49,$25 - $49,14.8,Highly dissatisfied,Unmarried,Own,Discover,No
622,Male,61,50-64,13,High school degree,Sales and Office,6 to 10,No,56,$50 - $74,21.3,Neutral,Unmarried,Rent,American Express,No
623,Male,61,50-64,13,High school degree,"Operation, Fabrication, General Labor",More than 15,No,180,$125+,14,Highly satisfied,Married,Own,Visa,Yes
624,Male,29,25-34,15,Some college,Sales and Office,Less than 2,No,20,Under $25,11.9,Highly dissatisfied,Unmarried,Rent,Mastercard,No
625,Female,32,25-34,19,College degree,Managerial and Professional,2 to 5,No,47,$25 - $49,5,Somewhat satisfied,Unmarried,Rent,American Express,No
626,Female,23,18-24,8,Did not complete high school,Service,2 to 5,No,24,Under $25,5.2,Somewhat satisfied,Married,Own,Visa,No
627,Female,34,25-34,14,High school degree,"Operation, Fabrication, General Labor",6 to 10,No,26,$25 - $49,14.6,Somewhat satisfied,Married,Rent,Visa,No
628,Female,36,35-49,12,High school degree,Agricultural and Natural Resources,6 to 10,No,48,$25 - $49,3,Highly satisfied,Unmarried,Own,Visa,No
629,Female,42,35-49,15,Some college,Agricultural and Natural Resources,11 to 15,No,44,$25 - $49,11.5,Highly dissatisfied,Married,Own,Discover,No
630,Female,37,35-49,13,High school degree,Managerial and Professional,2 to 5,No,37,$25 - $49,5.5,Somewhat dissatisfied,Married,Own,Mastercard,No
631,Male,34,25-34,11,Did not complete high school,Service,6 to 10,No,41,$25 - $49,0.5,Highly dissatisfied,Married,Own,Mastercard,No
632,Male,56,50-64,17,College degree,Sales and Office,2 to 5,No,32,$25 - $49,5.8,Highly satisfied,Married,Own,Mastercard,No
633,Female,44,35-49,12,High school degree,Service,6 to 10,No,62,$50 - $74,4,Neutral,Unmarried,Rent,Discover,No
634,Female,46,35-49,12,High school degree,Sales and Office,2 to 5,No,27,$25 - $49,5,Highly dissatisfied,Unmarried,Rent,Visa,No
635,Female,53,50-64,9,Did not complete high school,"Operation, Fabrication, General Labor",More than 15,No,130,$125+,12.6,Somewhat satisfied,Married,Own,Discover,No
636,Male,60,50-64,8,Did not complete high school,Agricultural and Natural Resources,More than 15,No,106,$75 - $124,29,Highly satisfied,Married,Own,Mastercard,No
637,Male,35,35-49,13,High school degree,"Operation, Fabrication, General Labor",11 to 15,No,44,$25 - $49,21.7,Somewhat satisfied,Married,Own,Discover,Yes
638,Female,35,35-49,19,College degree,Sales and Office,2 to 5,No,60,$50 - $74,9.9,Neutral,Married,Own,Visa,Yes
639,Female,33,25-34,18,College degree,Managerial and Professional,2 to 5,No,33,$25 - $49,16.4,Highly dissatisfied,Unmarried,Own,Visa,No
640,Male,18,18-24,13,High school degree,Sales and Office,Less than 2,No,20,Under $25,12.7,Highly dissatisfied,Unmarried,Own,Visa,Yes
641,Female,39,35-49,17,College degree,"Operation, Fabrication, General Labor",6 to 10,No,54,$50 - $74,15.5,Somewhat satisfied,Married,Own,Discover,Yes
642,Male,25,25-34,17,College degree,Managerial and Professional,Less than 2,No,19,Under $25,1.1,Highly dissatisfied,Unmarried,Own,Visa,No
643,Male,56,50-64,16,Some college,"Precision Production, Craft, Repair",More than 15,No,170,$125+,4.5,Highly satisfied,Married,Own,Discover,No
644,Male,46,35-49,16,Some college,Sales and Office,2 to 5,No,29,$25 - $49,13.7,Highly dissatisfied,Married,Rent,Mastercard,No
645,Male,60,50-64,15,Some college,Sales and Office,11 to 15,No,142,$125+,14.5,Neutral,Unmarried,Rent,Visa,Yes
646,Female,78,65+,8,Did not complete high school,Agricultural and Natural Resources,More than 15,Yes,19,Under $25,9.4,Neutral,Unmarried,Own,Visa,No
647,Male,47,35-49,10,Did not complete high school,Sales and Office,2 to 5,No,29,$25 - $49,5.8,Highly dissatisfied,Married,Rent,Mastercard,No
648,Female,48,35-49,17,College degree,Sales and Office,6 to 10,No,91,$75 - $124,3,Somewhat satisfied,Unmarried,Own,Visa,No
649,Male,69,65+,9,Did not complete high school,"Operation, Fabrication, General Labor",More than 15,Yes,29,$25 - $49,8.9,Highly satisfied,Married,Rent,Discover,No
650,Female,40,35-49,21,Post-undergraduate degree,Sales and Office,2 to 5,No,138,$125+,6.2,Somewhat satisfied,Married,Own,American Express,No
651,Male,77,65+,12,High school degree,Managerial and Professional,More than 15,No,53,$50 - $74,8.2,Highly satisfied,Unmarried,Own,Discover,No
652,Female,73,65+,9,Did not complete high school,"Operation, Fabrication, General Labor",More than 15,Yes,25,$25 - $49,7.3,Somewhat satisfied,Unmarried,Own,Mastercard,No
653,Female,48,35-49,11,Did not complete high school,Sales and Office,2 to 5,No,36,$25 - $49,17.3,Somewhat satisfied,Unmarried,Own,Discover,No
654,Male,48,35-49,14,High school degree,"Operation, Fabrication, General Labor",More than 15,No,134,$125+,12.1,Highly satisfied,Married,Rent,Discover,No
655,Female,61,50-64,15,Some college,Managerial and Professional,11 to 15,No,46,$25 - $49,6.4,Highly satisfied,Married,Own,Discover,No
656,Female,31,25-34,12,High school degree,Sales and Office,Less than 2,No,31,$25 - $49,18.4,Somewhat dissatisfied,Unmarried,Rent,American Express,No
657,Female,22,18-24,17,College degree,Managerial and Professional,Less than 2,No,20,Under $25,6.9,Somewhat dissatisfied,Unmarried,Rent,Visa,No
658,Male,34,25-34,13,High school degree,Managerial and Professional,6 to 10,No,45,$25 - $49,10.9,Neutral,Unmarried,Own,Discover,Yes
659,Female,63,50-64,10,Did not complete high school,"Precision Production, Craft, Repair",More than 15,Yes,14,Under $25,6.9,Highly satisfied,Married,Own,Visa,No
660,Male,52,50-64,10,Did not complete high school,Service,More than 15,No,67,$50 - $74,4.1,Somewhat satisfied,Married,Own,Other,No
661,Female,64,50-64,8,Did not complete high school,"Operation, Fabrication, General Labor",More than 15,No,133,$125+,9.8,Highly satisfied,Unmarried,Own,Visa,No
662,Female,26,25-34,14,High school degree,Service,2 to 5,No,37,$25 - $49,8.6,Neutral,Married,Rent,Discover,Yes
663,Female,26,25-34,12,High school degree,Service,2 to 5,No,19,Under $25,1.9,Neutral,Married,Own,Visa,No
664,Female,78,65+,8,Did not complete high school,Sales and Office,6 to 10,Yes,15,Under $25,15.9,Neutral,Unmarried,Rent,Other,No
665,Female,19,18-24,14,High school degree,"Operation, Fabrication, General Labor",Less than 2,No,17,Under $25,7.8,Highly dissatisfied,Married,Own,Mastercard,No
666,Male,60,50-64,16,Some college,Managerial and Professional,11 to 15,No,75,$75 - $124,6.5,Neutral,Married,Own,American Express,No
667,Male,55,50-64,12,High school degree,Sales and Office,6 to 10,No,89,$75 - $124,5.5,Highly satisfied,Married,Own,Discover,No
668,Female,57,50-64,11,Did not complete high school,"Precision Production, Craft, Repair",More than 15,No,166,$125+,11.8,Highly satisfied,Unmarried,Own,Other,No
669,Female,53,50-64,13,High school degree,Sales and Office,2 to 5,No,27,$25 - $49,16.2,Neutral,Married,Rent,Mastercard,No
670,Male,65,65+,14,High school degree,Sales and Office,2 to 5,Yes,9,Under $25,12.5,Highly dissatisfied,Married,Rent,American Express,No
671,Female,61,50-64,9,Did not complete high school,Managerial and Professional,More than 15,No,80,$75 - $124,6.9,Neutral,Unmarried,Own,Discover,No
672,Female,18,18-24,12,High school degree,Managerial and Professional,Less than 2,No,15,Under $25,3.8,Somewhat dissatisfied,Married,Own,Other,Yes
673,Female,51,50-64,14,High school degree,Managerial and Professional,6 to 10,No,99,$75 - $124,15.4,Highly satisfied,Unmarried,Own,Discover,No
674,Female,79,65+,19,College degree,Managerial and Professional,More than 15,Yes,14,Under $25,9.2,Neutral,Unmarried,Rent,American Express,No
675,Female,71,65+,11,Did not complete high school,Sales and Office,More than 15,No,93,$75 - $124,8.2,Highly satisfied,Unmarried,Rent,Visa,No
676,Female,59,50-64,14,High school degree,Sales and Office,2 to 5,No,36,$25 - $49,13,Somewhat satisfied,Married,Rent,Visa,No
677,Female,71,65+,19,College degree,Sales and Office,6 to 10,Yes,14,Under $25,23,Somewhat satisfied,Unmarried,Rent,Visa,No
678,Male,28,25-34,14,High school degree,Sales and Office,2 to 5,No,20,Under $25,3.2,Somewhat dissatisfied,Unmarried,Rent,Discover,No
679,Male,70,65+,12,High school degree,"Precision Production, Craft, Repair",More than 15,Yes,13,Under $25,17,Somewhat satisfied,Unmarried,Rent,Discover,No
680,Male,55,50-64,14,High school degree,Sales and Office,11 to 15,No,69,$50 - $74,7.1,Highly satisfied,Unmarried,Rent,Mastercard,No
681,Male,44,35-49,10,Did not complete high school,Managerial and Professional,6 to 10,No,31,$25 - $49,14.6,Neutral,Married,Own,Mastercard,No
682,Male,50,50-64,13,High school degree,Sales and Office,2 to 5,No,29,$25 - $49,9.5,Highly dissatisfied,Married,Rent,Discover,No
683,Female,60,50-64,10,Did not complete high school,Sales and Office,More than 15,No,89,$75 - $124,6.1,Somewhat satisfied,Unmarried,Own,Visa,No
684,Female,48,35-49,15,Some college,Agricultural and Natural Resources,More than 15,No,300,$125+,5.7,Somewhat satisfied,Unmarried,Own,Mastercard,No
685,Female,42,35-49,15,Some college,Managerial and Professional,6 to 10,No,47,$25 - $49,5.2,Somewhat satisfied,Married,Own,American Express,No
686,Female,40,35-49,13,High school degree,Sales and Office,2 to 5,No,61,$50 - $74,22,Neutral,Married,Own,Mastercard,Yes
687,Male,64,50-64,14,High school degree,Sales and Office,11 to 15,No,50,$50 - $74,21.9,Somewhat satisfied,Married,Own,Other,Yes
688,Female,73,65+,11,Did not complete high school,Service,More than 15,No,188,$125+,5.7,Neutral,Unmarried,Own,Visa,No
689,Female,53,50-64,13,High school degree,Sales and Office,2 to 5,No,21,Under $25,5.9,Neutral,Unmarried,Rent,Discover,No
690,Female,26,25-34,12,High school degree,Service,2 to 5,No,30,$25 - $49,4.1,Highly dissatisfied,Married,Rent,Visa,No
691,Female,23,18-24,13,High school degree,Sales and Office,Less than 2,No,18,Under $25,4.5,Highly dissatisfied,Married,Own,Mastercard,No
692,Male,44,35-49,14,High school degree,Agricultural and Natural Resources,More than 15,No,41,$25 - $49,14.4,Highly satisfied,Unmarried,Own,Mastercard,No
693,Female,58,50-64,11,Did not complete high school,Sales and Office,11 to 15,No,48,$25 - $49,5.6,Somewhat dissatisfied,Unmarried,Own,Mastercard,No
694,Male,46,35-49,8,Did not complete high school,Agricultural and Natural Resources,More than 15,No,26,$25 - $49,6.8,Highly satisfied,Unmarried,Rent,Mastercard,No
695,Female,46,35-49,16,Some college,"Operation, Fabrication, General Labor",11 to 15,No,58,$50 - $74,11,Neutral,Unmarried,Own,Discover,No
696,Male,57,50-64,12,High school degree,Sales and Office,2 to 5,No,43,$25 - $49,8.6,Somewhat dissatisfied,Married,Own,Visa,No
697,Male,48,35-49,20,Post-undergraduate degree,Sales and Office,2 to 5,No,46,$25 - $49,0.8,Somewhat dissatisfied,Unmarried,Own,American Express,No
698,Female,38,35-49,15,Some college,"Operation, Fabrication, General Labor",6 to 10,No,57,$50 - $74,15.9,Highly dissatisfied,Married,Rent,Discover,No
699,Male,69,65+,14,High school degree,Sales and Office,6 to 10,No,40,$25 - $49,9.7,Highly dissatisfied,Married,Own,Discover,No
700,Female,65,65+,10,Did not complete high school,Agricultural and Natural Resources,More than 15,No,144,$125+,11.3,Highly satisfied,Unmarried,Own,American Express,No
701,Female,23,18-24,14,High school degree,Sales and Office,Less than 2,No,21,Under $25,9.5,Somewhat dissatisfied,Unmarried,Own,Visa,No
702,Female,56,50-64,16,Some college,Managerial and Professional,6 to 10,No,142,$125+,12.1,Highly satisfied,Married,Own,Mastercard,No
703,Male,60,50-64,11,Did not complete high school,Managerial and Professional,More than 15,No,52,$50 - $74,4.3,Somewhat satisfied,Unmarried,Rent,American Express,No
704,Female,32,25-34,8,Did not complete high school,"Precision Production, Craft, Repair",6 to 10,No,40,$25 - $49,17.6,Neutral,Married,Own,Mastercard,Yes
705,Male,33,25-34,17,College degree,Sales and Office,Less than 2,No,47,$25 - $49,11.4,Neutral,Unmarried,Own,Discover,No
706,Female,61,50-64,13,High school degree,Agricultural and Natural Resources,More than 15,Yes,29,$25 - $49,10.3,Highly satisfied,Married,Own,Mastercard,No
707,Female,50,50-64,13,High school degree,Sales and Office,2 to 5,No,24,Under $25,4,Somewhat satisfied,Unmarried,Own,Visa,No
708,Female,74,65+,16,Some college,Sales and Office,2 to 5,Yes,16,Under $25,3.3,Highly dissatisfied,Married,Rent,Discover,No
709,Female,57,50-64,10,Did not complete high school,Service,11 to 15,No,56,$50 - $74,12.1,Highly satisfied,Unmarried,Own,Visa,No
710,Female,79,65+,11,Did not complete high school,Sales and Office,2 to 5,Yes,10,Under $25,4.6,Highly dissatisfied,Married,Rent,Mastercard,No
711,Male,70,65+,14,High school degree,Sales and Office,2 to 5,No,49,$25 - $49,15.9,Highly satisfied,Unmarried,Own,Discover,No
712,Male,21,18-24,16,Some college,Sales and Office,Less than 2,No,20,Under $25,14.9,Highly dissatisfied,Married,Own,Visa,Yes
713,Female,21,18-24,16,Some college,Sales and Office,Less than 2,No,29,$25 - $49,6.9,Highly dissatisfied,Married,Own,Mastercard,No
714,Female,26,25-34,19,College degree,Managerial and Professional,Less than 2,No,54,$50 - $74,1.7,Highly dissatisfied,Married,Own,Visa,No
715,Female,44,35-49,11,Did not complete high school,Sales and Office,2 to 5,No,40,$25 - $49,10.3,Highly satisfied,Married,Own,Mastercard,No
716,Male,42,35-49,17,College degree,Sales and Office,2 to 5,No,29,$25 - $49,11.7,Neutral,Married,Own,American Express,Yes
717,Male,45,35-49,18,College degree,Sales and Office,Less than 2,No,38,$25 - $49,16.7,Highly dissatisfied,Unmarried,Own,Mastercard,Yes
718,Female,76,65+,10,Did not complete high school,Sales and Office,11 to 15,Yes,29,$25 - $49,6.7,Highly satisfied,Married,Rent,Mastercard,No
719,Male,51,50-64,12,High school degree,"Operation, Fabrication, General Labor",More than 15,No,40,$25 - $49,12.8,Neutral,Married,Own,Visa,No
720,Male,53,50-64,14,High school degree,Service,11 to 15,No,97,$75 - $124,6.4,Highly satisfied,Unmarried,Own,Mastercard,No
721,Female,58,50-64,16,Some college,Sales and Office,11 to 15,No,129,$125+,8.4,Highly satisfied,Married,Own,Discover,No
722,Female,26,25-34,13,High school degree,"Operation, Fabrication, General Labor",2 to 5,No,21,Under $25,1.2,Somewhat satisfied,Married,Own,Discover,No
723,Female,78,65+,12,High school degree,"Operation, Fabrication, General Labor",More than 15,Yes,84,$75 - $124,25.7,Somewhat dissatisfied,Unmarried,Own,Other,No
724,Male,19,18-24,11,Did not complete high school,Sales and Office,Less than 2,No,23,Under $25,25.9,Highly dissatisfied,Married,Own,American Express,Yes
725,Female,66,65+,17,College degree,Sales and Office,2 to 5,No,59,$50 - $74,12.1,Somewhat satisfied,Unmarried,Own,Discover,No
726,Male,23,18-24,18,College degree,Sales and Office,Less than 2,No,84,$75 - $124,5.7,Highly dissatisfied,Unmarried,Rent,Visa,No
727,Female,57,50-64,8,Did not complete high school,Agricultural and Natural Resources,More than 15,No,73,$50 - $74,6.3,Somewhat satisfied,Unmarried,Own,Mastercard,No
728,Male,57,50-64,19,College degree,Managerial and Professional,11 to 15,No,40,$25 - $49,2.3,Neutral,Married,Own,Visa,No
729,Female,39,35-49,12,High school degree,Managerial and Professional,2 to 5,No,24,Under $25,7,Somewhat dissatisfied,Married,Own,American Express,Yes
730,Male,28,25-34,18,College degree,"Operation, Fabrication, General Labor",2 to 5,No,29,$25 - $49,9.7,Highly dissatisfied,Married,Own,Visa,Yes
731,Female,29,25-34,12,High school degree,Managerial and Professional,2 to 5,No,24,Under $25,7.8,Highly dissatisfied,Married,Own,American Express,Yes
732,Female,58,50-64,8,Did not complete high school,Sales and Office,6 to 10,No,38,$25 - $49,9.1,Somewhat satisfied,Unmarried,Rent,Mastercard,No
733,Male,63,50-64,18,College degree,Service,More than 15,No,52,$50 - $74,9.6,Neutral,Unmarried,Own,Visa,No
734,Male,74,65+,17,College degree,"Operation, Fabrication, General Labor",More than 15,Yes,26,$25 - $49,11.2,Neutral,Unmarried,Own,Discover,No
735,Female,22,18-24,11,Did not complete high school,Sales and Office,Less than 2,No,31,$25 - $49,9.5,Highly dissatisfied,Married,Own,Visa,No
736,Male,25,25-34,17,College degree,"Precision Production, Craft, Repair",Less than 2,No,23,Under $25,2.8,Highly dissatisfied,Married,Own,American Express,No
737,Female,27,25-34,16,Some college,Sales and Office,Less than 2,No,30,$25 - $49,4.1,Somewhat dissatisfied,Married,Rent,Visa,Yes
738,Male,32,25-34,20,Post-undergraduate degree,Sales and Office,Less than 2,No,59,$50 - $74,7,Somewhat dissatisfied,Unmarried,Own,Discover,Yes
739,Female,60,50-64,8,Did not complete high school,Sales and Office,11 to 15,No,46,$25 - $49,7.3,Somewhat satisfied,Married,Own,Visa,Yes
740,Female,34,25-34,11,Did not complete high school,Managerial and Professional,6 to 10,No,64,$50 - $74,6.1,Neutral,Married,Own,Visa,No
741,Male,46,35-49,15,Some college,Sales and Office,2 to 5,No,37,$25 - $49,10.8,Somewhat dissatisfied,Unmarried,Own,Mastercard,No
742,Female,52,50-64,8,Did not complete high school,"Precision Production, Craft, Repair",More than 15,No,84,$75 - $124,13.1,Highly satisfied,Unmarried,Own,Mastercard,No
743,Male,67,65+,15,Some college,Service,11 to 15,No,181,$125+,24.1,Highly satisfied,Unmarried,Own,Discover,Yes
744,Male,66,65+,11,Did not complete high school,Service,More than 15,Yes,26,$25 - $49,6.9,Neutral,Married,Rent,American Express,No
745,Female,58,50-64,11,Did not complete high school,Managerial and Professional,6 to 10,No,42,$25 - $49,10.9,Somewhat satisfied,Unmarried,Rent,Mastercard,No
746,Male,43,35-49,13,High school degree,Sales and Office,2 to 5,No,20,Under $25,8.5,Somewhat dissatisfied,Married,Own,Mastercard,No
747,Female,57,50-64,8,Did not complete high school,Managerial and Professional,More than 15,No,171,$125+,12.3,Neutral,Married,Own,Mastercard,No
748,Female,72,65+,18,College degree,Managerial and Professional,11 to 15,Yes,10,Under $25,7.3,Highly dissatisfied,Unmarried,Rent,Discover,No
749,Male,45,35-49,16,Some college,Service,6 to 10,No,43,$25 - $49,8,Neutral,Married,Rent,Discover,No
750,Female,24,18-24,14,High school degree,Sales and Office,Less than 2,No,26,$25 - $49,14.6,Highly dissatisfied,Unmarried,Own,Mastercard,Yes
751,Male,65,65+,15,Some college,Sales and Office,2 to 5,Yes,10,Under $25,16.4,Somewhat dissatisfied,Married,Own,Other,No
752,Female,39,35-49,21,Post-undergraduate degree,Sales and Office,Less than 2,No,35,$25 - $49,2.6,Highly dissatisfied,Unmarried,Own,Discover,Yes
753,Male,63,50-64,9,Did not complete high school,Managerial and Professional,11 to 15,Yes,13,Under $25,10.8,Somewhat dissatisfied,Unmarried,Rent,Mastercard,No
754,Female,40,35-49,11,Did not complete high school,Sales and Office,Less than 2,No,62,$50 - $74,1.1,Neutral,Married,Own,American Express,No
755,Male,22,18-24,10,Did not complete high school,Sales and Office,2 to 5,No,16,Under $25,16.8,Highly dissatisfied,Married,Own,Other,Yes
756,Male,54,50-64,13,High school degree,Sales and Office,2 to 5,No,29,$25 - $49,6.6,Highly satisfied,Married,Own,Mastercard,No
757,Female,63,50-64,13,High school degree,"Operation, Fabrication, General Labor",More than 15,Yes,55,$50 - $74,7.5,Highly satisfied,Married,Own,Mastercard,No
758,Male,50,50-64,17,College degree,"Operation, Fabrication, General Labor",More than 15,No,97,$75 - $124,17.8,Highly satisfied,Married,Own,American Express,No
759,Male,28,25-34,17,College degree,Sales and Office,Less than 2,No,34,$25 - $49,1.5,Highly dissatisfied,Married,Rent,American Express,Yes
760,Male,66,65+,19,College degree,Managerial and Professional,More than 15,No,165,$125+,5,Highly satisfied,Unmarried,Own,Discover,No
761,Female,37,35-49,12,High school degree,"Precision Production, Craft, Repair",6 to 10,No,37,$25 - $49,9.2,Highly dissatisfied,Married,Own,American Express,No
762,Male,45,35-49,13,High school degree,Managerial and Professional,2 to 5,No,42,$25 - $49,5.8,Neutral,Unmarried,Own,American Express,No
763,Male,48,35-49,13,High school degree,Sales and Office,2 to 5,No,36,$25 - $49,2.2,Somewhat dissatisfied,Unmarried,Own,Mastercard,No
764,Male,28,25-34,16,Some college,"Operation, Fabrication, General Labor",2 to 5,No,25,$25 - $49,15.7,Somewhat dissatisfied,Unmarried,Rent,Mastercard,Yes
765,Female,28,25-34,19,College degree,Managerial and Professional,2 to 5,No,30,$25 - $49,26,Highly dissatisfied,Unmarried,Rent,Mastercard,Yes
766,Male,61,50-64,7,Did not complete high school,"Operation, Fabrication, General Labor",More than 15,Yes,15,Under $25,11.2,Somewhat satisfied,Married,Own,Mastercard,No
767,Female,24,18-24,19,College degree,Managerial and Professional,Less than 2,No,23,Under $25,5.2,Highly dissatisfied,Married,Rent,Mastercard,No
768,Male,18,18-24,13,High school degree,Managerial and Professional,Less than 2,No,12,Under $25,6.4,Highly dissatisfied,Unmarried,Own,American Express,Yes
769,Male,67,65+,16,Some college,"Operation, Fabrication, General Labor",More than 15,No,137,$125+,12.8,Somewhat satisfied,Married,Own,Discover,No
770,Female,58,50-64,18,College degree,Sales and Office,Less than 2,No,145,$125+,20.4,Neutral,Unmarried,Own,Visa,Yes
771,Female,69,65+,17,College degree,Sales and Office,2 to 5,Yes,10,Under $25,6.5,Somewhat dissatisfied,Unmarried,Rent,American Express,No
772,Female,43,35-49,9,Did not complete high school,"Precision Production, Craft, Repair",6 to 10,No,30,$25 - $49,28.9,Highly satisfied,Unmarried,Own,Visa,Yes
773,Female,27,25-34,14,High school degree,Managerial and Professional,2 to 5,No,21,Under $25,9,Somewhat dissatisfied,Unmarried,Own,Mastercard,No
774,Male,69,65+,12,High school degree,"Operation, Fabrication, General Labor",More than 15,No,56,$50 - $74,9,Highly satisfied,Married,Own,Discover,No
775,Female,51,50-64,13,High school degree,Sales and Office,6 to 10,No,76,$75 - $124,3.6,Neutral,Unmarried,Own,Visa,No
776,Female,37,35-49,20,Post-undergraduate degree,Managerial and Professional,2 to 5,No,32,$25 - $49,7,Neutral,Married,Rent,Visa,No
777,Male,65,65+,15,Some college,"Precision Production, Craft, Repair",More than 15,No,273,$125+,6,Highly satisfied,Unmarried,Own,Mastercard,No
778,Male,18,18-24,12,High school degree,Managerial and Professional,Less than 2,No,14,Under $25,10.4,Highly dissatisfied,Unmarried,Rent,Visa,Yes
